Tipo de actividad,Fecha,Favorito,Título,Distancia,Calorías,Tiempo,Frecuencia cardiaca media,Frecuencia cardiaca máxima,Cadencia de carrera media,Cadencia de carrera máxima,Velocidad media,Velocidad máxima,Ascenso total,Descenso total,Longitud media de zancada,Relación vertical media,Oscilación vertical media,Tiempo medio de contacto con el suelo,Cadencia media de pedaleo,Cadencia de pedaleo máxima,Normalized Power® (NP®),Training Stress Score®,Potencia media máxima (20 minutos),Potencia media,Potencia máxima,Dificultad,Fluidez,Brazadas totales,Swolf medio,Velocidad media de palada,Repeticiones totales,Series totales,Tiempo de inmersión,Temperatura mínima,Intervalo en superficie,Descompresión,Mejor tiempo de vuelta,Número de vueltas,Temperatura máxima,Tiempo en movimiento,Tiempo transcurrido,Altura mínima,Altura máxima
Ciclismo,2022-07-20 09:16:54,false,"Medellín Ciclismo","15.32","511","01:11:38","168","189","0","0","12.8","41.6","471","465","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:11:37.84","1","0.0","01:11:13","01:25:50","1,742","2,220"
Ciclismo virtual,2022-07-19 16:03:30,false,"Indoor","22.37","273","00:53:12","--","--","0","0","25.2","56.0","154","--","0.00","0.0","0.0","0","72","97","96","0.0","102","89","209","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","53:12.00","1","0.0","00:53:09","00:53:14","10","121"
Ciclismo en sala,2022-07-19 16:02:53,false,"Ciclismo en sala","17.75","301","00:53:13","139","156","0","0","20.0","29.6","--","--","0.00","0.0","0.0","0","71","105","--","0.0","--","0","0","0.0","0.0","3824","0","0","0","--","0:00","0.0","0:00","No","53:12.61.7","1","0.0","00:53:08","00:53:43","--","--"
Caminar,2022-07-19 09:52:03,false,"Sabaneta Caminar","0.81","45","00:11:41","110","123","101","127","14:28","9:24","14","5","0.69","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","11:41.33","1","0.0","00:11:30","00:12:13","1,533","1,610"
Ciclismo en sala,2022-07-17 17:15:53,false,"Ciclismo en sala","22.06","380","01:01:07","145","171","0","0","21.7","28.3","--","--","0.00","0.0","0.0","0","73","99","--","0.0","--","0","0","0.0","0.0","4501","0","0","0","--","0:00","0.0","0:00","No","01:01:06.57.9","1","0.0","01:01:03","01:01:08","--","--"
Ciclismo virtual,2022-07-17 17:13:53,false,"Indoor","27.30","347","01:02:56","--","--","0","0","26.0","57.0","165","--","0.00","0.0","0.0","0","72","97","103","0.0","111","96","237","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:02:55.57.2","1","0.0","01:02:45","01:03:09","10","121"
Ciclismo,2022-07-16 12:36:24,false,"Medellín Ciclismo","5.02","165","00:24:02","150","170","0","0","12.5","28.7","13","22","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","24:01.92","1","0.0","00:22:31","00:40:28","1,529","1,560"
Ciclismo,2022-07-16 06:31:52,false,"Medellín Ciclismo","30.50","1,191","02:28:47","171","186","0","0","12.3","40.0","985","248","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:28:47.24.6","1","0.0","02:27:39","03:29:20","1,519","2,488"
Entreno de fuerza,2022-07-15 16:16:54,false,"Fuerza","0.00","50","00:18:23","94","122","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","6","1","0:00","0.0","0:00","No","18:22.53.1","1","0.0","00:18:23","00:18:23","--","--"
Ciclismo en sala,2022-07-14 12:22:13,false,"Ciclismo en sala","17.51","292","00:46:59","142","156","0","0","22.4","32.1","--","--","0.00","0.0","0.0","0","77","132","--","0.0","--","0","0","0.0","0.0","3622","0","0","0","--","0:00","0.0","0:00","No","46:58.90.6","1","0.0","00:46:55","00:47:27","--","--"
Ciclismo virtual,2022-07-14 12:22:10,false,"Indoor","21.46","240","00:47:26","--","--","0","0","27.1","36.4","32","--","0.00","0.0","0.0","0","76","124","92","0.0","96","89","228","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","47:26.35.8","1","0.0","00:46:43","00:47:25","13","18"
Entreno de fuerza,2022-07-14 11:37:21,false,"Fuerza","0.00","72","00:15:17","119","141","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","17","1","0:00","0.0","0:00","No","15:16.57.2","1","0.0","00:15:17","00:15:17","--","--"
Cardio,2022-07-14 10:49:24,false,"Cardio","0.00","183","00:36:18","129","172","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","36:18.19.3","1","0.0","00:00:00","00:36:18","1,739","1,747"
Ciclismo en sala,2022-07-13 08:41:17,false,"Ciclismo en sala","23.95","466","01:13:07","149","175","0","0","19.7","28.7","--","--","0.00","0.0","0.0","0","68","98","--","0.0","--","0","0","0.0","0.0","5009","0","0","0","--","0:00","0.0","0:00","No","01:13:06.95.2","1","0.0","01:13:03","01:13:17","--","--"
Ciclismo virtual,2022-07-13 08:39:31,false,"Indoor","28.98","378","01:16:22","--","--","0","0","22.8","56.9","262","--","0.00","0.0","0.0","0","66","98","95","0.0","98","87","178","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:16:21.62.4","1","0.0","01:14:34","01:16:23","10","121"
Caminar,2022-07-10 14:40:38,false,"Medellín Caminar","7.93","505","02:17:38","102","144","86","202","17:21","8:53","246","242","0.67","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","14:26.90.6","8","0.0","02:16:18","03:00:54","1,605","1,779"
Caminar,2022-07-08 21:23:10,false,"Medellín Caminar","0.74","64","00:14:24","126","157","83","159","19:30","14:24","53","--","0.62","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","14:23.57","1","0.0","00:14:17","00:14:29","1,639","1,695"
Ciclismo virtual,2022-07-08 11:15:06,false,"Indoor","23.21","265","00:57:35","--","--","0","0","24.2","43.6","131","--","0.00","0.0","0.0","0","76","116","88","0.0","91","80","233","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","57:35.00","1","0.0","00:57:29","00:57:35","41","71"
Ciclismo en sala,2022-07-08 11:14:57,false,"Ciclismo en sala","19.65","319","00:57:37","138","167","0","0","20.5","30.9","--","--","0.00","0.0","0.0","0","75","118","--","0.0","--","0","0","0.0","0.0","4366","0","0","0","--","0:00","0.0","0:00","No","57:36.90.4","1","0.0","00:57:29","00:57:37","--","--"
Entreno de fuerza,2022-07-07 17:30:00,false,"Fuerza","0.00","127","00:34:38","112","144","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","6","1","0:00","0.0","0:00","No","34:38.08.7","1","0.0","00:34:38","00:34:38","--","--"
Ciclismo en sala,2022-07-07 16:03:58,false,"Ciclismo en sala","20.84","355","00:58:53","143","168","0","0","21.2","31.4","--","--","0.00","0.0","0.0","0","72","111","--","0.0","--","0","0","0.0","0.0","4240","0","0","0","--","0:00","0.0","0:00","No","58:52.85","1","0.0","00:58:52","00:58:53","--","--"
Ciclismo virtual,2022-07-07 16:03:04,false,"Indoor","25.03","325","00:59:51","--","--","0","0","25.1","56.6","154","--","0.00","0.0","0.0","0","71","106","102","0.0","110","94","238","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","59:51.46","1","0.0","00:58:49","00:59:52","10","121"
Caminar,2022-07-03 19:39:02,false,"Medellín Caminar","2.09","101","00:36:10","89","124","92","188","17:18","10:49","6","139","0.63","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:35.64.6","3","0.0","00:35:53","00:37:24","1,628","1,774"
Caminar,2022-07-02 18:28:50,false,"Medellín Caminar","1.84","133","00:37:07","103","137","74","160","20:09","9:39","70","20","0.67","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","17:44.26.2","2","0.0","00:36:17","01:01:49","1,557","1,663"
Caminar,2022-07-02 14:34:22,false,"Medellín Caminar","2.11","119","00:42:05","92","125","64","159","19:59","10:42","20","4","0.79","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:56.16.1","3","0.0","00:41:44","00:47:07","1,489","1,506"
Ciclismo virtual,2022-06-30 14:39:57,false,"Indoor","36.15","593","01:47:53","--","--","0","0","20.1","59.6","721","--","0.00","0.0","0.0","0","64","118","105","0.0","114","95","300","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:47:52.99.9","1","0.0","01:47:51","01:47:53","-6","374"
Ciclismo en sala,2022-06-30 14:39:39,false,"Ciclismo en sala","30.20","623","01:46:29","144","173","0","0","17.0","31.2","--","--","0.00","0.0","0.0","0","64","121","--","0.0","--","0","0","0.0","0.0","6877","0","0","0","--","0:00","0.0","0:00","No","01:46:29.02.1","1","0.0","01:46:09","01:46:59","--","--"
Entreno de fuerza,2022-06-30 12:03:17,false,"Fuerza","0.00","75","00:31:21","92","110","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","16","1","0:00","0.0","0:00","No","31:20.97.8","1","0.0","00:31:21","00:31:21","--","--"
Carrera,2022-06-29 17:07:13,false,"Medellín Carrera","2.07","123","00:18:25","154","189","131","159","8:53","6:38","51","54","0.86","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","18:24.92.1","1","0.0","00:18:20","00:18:32","1,715","1,778"
Entreno de fuerza,2022-06-29 13:15:24,false,"Fuerza","0.00","183","00:42:30","119","155","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","4","1","0:00","0.0","0:00","No","42:30.08.7","1","0.0","00:42:30","00:42:30","--","--"
Entreno de fuerza,2022-06-28 11:24:34,false,"Fuerza","0.00","154","00:50:56","103","146","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","11","2","0:00","0.0","0:00","No","50:56.19.9","1","0.0","00:50:54","00:51:49","--","--"
Ciclismo,2022-06-27 07:00:32,false,"Medellín Ciclismo","79.11","1,414","04:06:00","149","191","0","0","19.3","50.8","639","638","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","04:06:00.45.9","1","0.0","03:52:48","05:39:10","1,338","1,703"
Caminar,2022-06-26 18:16:57,false,"Medellín Caminar","0.44","45","00:10:23","112","132","97","160","23:45","9:30","50","--","0.43","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","10:23.33.5","1","0.0","00:10:08","00:11:53","1,805","1,867"
Entreno de fuerza,2022-06-25 11:43:42,false,"Fuerza","0.00","99","00:30:13","104","129","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","14","1","0:00","0.0","0:00","No","30:13.09.4","1","0.0","00:30:13","00:30:13","--","--"
Ciclismo,2022-06-25 07:38:45,false,"Medellín Ciclismo","25.59","871","02:00:31","168","188","0","0","12.7","44.0","802","807","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:00:31.33.5","1","0.0","01:59:32","02:53:41","1,728","2,491"
Caminar,2022-06-24 20:44:09,false,"Medellín Caminar","0.98","72","00:16:51","112","132","87","160","17:13","5:32","57","--","0.67","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","16:51.21.9","1","0.0","00:16:44","00:16:58","1,870","1,928"
Caminar,2022-06-24 19:32:53,false,"Medellín Caminar","1.03","46","00:16:21","84","95","92","156","15:56","10:09","--","64","0.71","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:13.60.4","2","0.0","00:16:12","00:16:29","1,874","1,943"
Entreno de fuerza,2022-06-24 14:19:26,false,"Fuerza","0.00","75","00:16:00","120","141","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","8","1","0:00","0.0","0:00","No","15:59.64.1","1","0.0","00:16:00","00:16:00","--","--"
Entreno de fuerza,2022-06-24 13:10:22,false,"Fuerza","0.00","89","00:31:12","99","121","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","6","1","0:00","0.0","0:00","No","31:11.63.3","1","0.0","00:31:12","00:31:12","--","--"
Ciclismo virtual,2022-06-23 16:05:11,false,"Indoor","15.05","180","00:36:02","--","--","0","0","25.1","43.9","61","--","0.00","0.0","0.0","0","73","89","90","0.0","92","87","152","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","36:01.99.9","1","0.0","00:35:56","00:36:01","-6","16"
Ciclismo en sala,2022-06-23 16:05:05,false,"Ciclismo en sala","12.89","238","00:36:04","143","156","0","0","21.4","26.0","--","--","0.00","0.0","0.0","0","72","91","--","0.0","--","0","0","0.0","0.0","2631","0","0","0","--","0:00","0.0","0:00","No","36:04.04.1","1","0.0","00:36:02","00:36:06","--","--"
Entreno de fuerza,2022-06-23 15:14:38,false,"Fuerza","0.00","101","00:29:28","107","135","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","11","2","0:00","0.0","0:00","No","29:28.45.8","1","0.0","00:29:25","00:34:08","--","--"
Ciclismo virtual,2022-06-22 11:27:26,false,"Indoor","21.09","244","00:51:45","--","--","0","0","24.4","46.2","122","--","0.00","0.0","0.0","0","74","124","91","0.0","95","82","218","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:10.00","15","0.0","00:51:04","00:51:45","-6","23"
Ciclismo en sala,2022-06-22 11:27:20,false,"Ciclismo en sala","17.53","285","00:50:34","138","160","0","0","20.8","29.0","--","--","0.00","0.0","0.0","0","75","146","--","0.0","--","0","0","0.0","0.0","3814","0","0","0","--","0:00","0.0","0:00","No","50:33.69.1","1","0.0","00:50:14","00:51:50","--","--"
Entreno de fuerza,2022-06-22 09:52:50,false,"Fuerza","0.00","170","00:47:08","113","168","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","6","1","0:00","0.0","0:00","No","47:07.74.8","1","0.0","00:47:08","00:47:08","--","--"
Ciclismo virtual,2022-06-21 12:32:43,false,"Indoor","31.10","353","01:08:43","--","--","0","0","27.2","40.4","151","--","0.00","0.0","0.0","0","78","119","95","0.0","101","89","249","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:08:43.05.3","1","0.0","01:08:31","01:08:42","122","132"
Ciclismo en sala,2022-06-21 12:32:36,false,"Ciclismo en sala","25.00","440","01:08:18","146","176","0","0","22.0","32.1","--","--","0.00","0.0","0.0","0","79","127","--","0.0","--","0","0","0.0","0.0","5402","0","0","0","--","0:00","0.0","0:00","No","01:08:18.33.5","1","0.0","01:08:16","01:08:36","--","--"
Entreno de fuerza,2022-06-21 11:12:16,false,"Fuerza","0.00","194","00:48:34","118","159","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","6","1","0:00","0.0","0:00","No","48:33.59.2","1","0.0","00:48:34","00:48:34","--","--"
Ciclismo virtual,2022-06-16 13:31:49,false,"Indoor","23.06","278","00:55:30","--","--","0","0","24.9","51.7","140","--","0.00","0.0","0.0","0","72","106","90","0.0","92","87","200","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","55:30.00","1","0.0","00:55:25","00:55:29","122","197"
Ciclismo en sala,2022-06-16 13:31:41,false,"Ciclismo en sala","19.29","350","00:55:29","144","163","0","0","20.9","30.5","--","--","0.00","0.0","0.0","0","71","109","--","0.0","--","0","0","0.0","0.0","3985","0","0","0","--","0:00","0.0","0:00","No","55:28.90.6","1","0.0","00:55:24","00:55:37","--","--"
Entreno de fuerza,2022-06-16 12:42:56,false,"Fuerza","0.00","157","00:34:25","122","161","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","15","1","0:00","0.0","0:00","No","34:25.29.5","1","0.0","00:34:25","00:34:25","--","--"
Ciclismo virtual,2022-06-15 12:32:41,false,"Indoor","25.14","286","00:58:41","--","--","0","0","25.7","45.8","135","--","0.00","0.0","0.0","0","71","98","92","0.0","93","87","174","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","58:40.83.9","1","0.0","00:56:33","00:58:44","122","142"
Ciclismo en sala,2022-06-15 12:32:34,false,"Ciclismo en sala","20.22","355","00:56:43","142","159","0","0","21.4","27.2","--","--","0.00","0.0","0.0","0","73","100","--","0.0","--","0","0","0.0","0.0","4153","0","0","0","--","0:00","0.0","0:00","No","56:42.85.1","1","0.0","00:56:37","00:58:50","--","--"
Entreno de fuerza,2022-06-15 11:39:56,false,"Fuerza","0.00","90","00:34:18","95","121","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","34:18.05.5","1","0.0","00:34:18","00:34:18","--","--"
Entreno de fuerza,2022-06-15 10:34:32,false,"Fuerza","0.00","20","00:06:20.9","101","117","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","4","1","0:00","0.0","0:00","No","06:20.94","1","0.0","00:06:18.9","00:37:35","--","--"
Ciclismo en sala,2022-06-14 13:14:33,false,"Ciclismo en sala","20.19","364","01:00:32","140","163","0","0","20.0","27.9","--","--","0.00","0.0","0.0","0","68","110","--","0.0","--","0","0","0.0","0.0","4115","0","0","0","--","0:00","0.0","0:00","No","01:00:31.87.5","1","0.0","01:00:24","01:03:21","--","--"
Ciclismo virtual,2022-06-14 13:14:16,false,"Indoor","24.05","305","01:03:49","--","--","0","0","22.6","52.5","206","--","0.00","0.0","0.0","0","65","105","93","0.0","103","86","195","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:03:49.11.2","1","0.0","01:00:41","01:03:48","-6","132"
Entreno de fuerza,2022-06-14 11:53:12,false,"Fuerza","0.00","132","00:35:21","112","159","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","5","1","0:00","0.0","0:00","No","35:21.01.8","1","0.0","00:35:21","00:35:21","--","--"
Ciclismo,2022-06-12 07:19:05,false,"Rionegro Ciclismo","67.65","1,502","03:32:33","167","187","0","0","19.1","51.1","806","800","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","03:32:33.45.2","1","0.0","03:31:53","05:38:20","2,082","2,485"
Ciclismo virtual,2022-06-10 11:11:51,false,"Indoor","26.20","429","01:19:48","--","--","0","0","19.7","63.7","510","--","0.00","0.0","0.0","0","67","102","102","0.0","109","94","204","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:19:47.60.2","1","0.0","01:19:40","01:19:47","97","183"
Ciclismo en sala,2022-06-10 11:11:41,false,"Ciclismo en sala","21.41","497","01:14:16","152","174","0","0","17.3","28.6","--","--","0.00","0.0","0.0","0","69","102","--","0.0","--","0","0","0.0","0.0","5141","0","0","0","--","0:00","0.0","0:00","No","01:14:16.17.1","1","0.0","01:14:13","01:19:53","--","--"
Ciclismo virtual,2022-06-09 11:03:30,false,"indoor","35.12","413","01:16:15","--","--","0","0","27.6","50.5","157","--","0.00","0.0","0.0","0","75","112","100","0.0","107","94","290","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:16:15.15.9","1","0.0","01:15:47","01:16:14","-6","28"
Ciclismo en sala,2022-06-09 11:03:21,false,"Ciclismo en sala","28.04","462","01:16:02","144","166","0","0","22.1","32.6","--","--","0.00","0.0","0.0","0","75","120","--","0.0","--","0","0","0.0","0.0","5684","0","0","0","--","0:00","0.0","0:00","No","01:16:02.27.6","1","0.0","01:15:35","01:16:30","--","--"
Ciclismo virtual,2022-06-08 15:11:31,false,"Indoor","21.06","231","00:46:18","--","--","0","0","27.3","35.4","32","--","0.00","0.0","0.0","0","75","102","92","0.0","95","87","204","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","46:17.99.9","1","0.0","00:46:13","00:46:17","13","18"
Ciclismo en sala,2022-06-08 15:11:18,false,"Ciclismo en sala","17.02","269","00:46:26","135","160","0","0","22.0","30.2","--","--","0.00","0.0","0.0","0","75","103","--","0.0","--","0","0","0.0","0.0","3470","0","0","0","--","0:00","0.0","0:00","No","46:25.77.8","1","0.0","00:46:16","00:46:26","--","--"
Ciclismo,2022-06-05 06:57:20,false,"Medellín Ciclismo","23.54","795","01:51:29","166","186","0","0","12.7","44.1","751","767","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:51:28.59.9","1","0.0","01:50:54","02:31:04","1,821","2,583"
Ciclismo virtual,2022-06-03 09:37:30,false,"indoor","23.17","279","00:50:57","--","--","0","0","27.3","53.8","163","--","0.00","0.0","0.0","0","74","98","101","0.0","105","95","221","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","50:56.99.9","1","0.0","00:50:53","00:50:56","125","200"
Ciclismo en sala,2022-06-03 09:37:24,false,"Ciclismo en sala","18.48","324","00:51:00","146","168","0","0","21.7","27.7","--","--","0.00","0.0","0.0","0","73","96","--","0.0","--","0","0","0.0","0.0","3767","0","0","0","--","0:00","0.0","0:00","No","51:00.25.1","1","0.0","00:51:00","00:51:00","--","--"
Ciclismo virtual,2022-06-02 09:48:16,false,"Indoor","30.21","557","01:32:44","--","--","0","0","19.5","83.1","682","--","0.00","0.0","0.0","0","64","104","111","0.0","120","104","205","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:32:44.00","1","0.0","01:32:37","01:32:42","-6","516"
Ciclismo en sala,2022-06-02 09:35:45,false,"Ciclismo en sala","29.75","642","01:41:59","150","172","0","0","17.5","29.9","--","--","0.00","0.0","0.0","0","64","104","--","0.0","--","0","0","0.0","0.0","6613","0","0","0","--","0:00","0.0","0:00","No","01:41:58.97.1","1","0.0","01:41:49","01:45:11","--","--"
Ciclismo virtual,2022-06-02 09:35:29,false,"Zwift - Climber's Gambit in Watopia","3.76","49","00:09:59","--","--","0","0","22.6","48.1","46","--","0.00","0.0","0.0","0","64","92","90","0.0","--","85","206","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","09:59.00","1","0.0","00:09:54","00:09:58","1","23"
Ciclismo virtual,2022-06-01 11:55:31,false,"Indoor","31.49","412","01:15:30","--","--","0","0","25.0","51.8","377","--","0.00","0.0","0.0","0","68","119","103","0.0","112","95","263","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:15:30.27.4","1","0.0","01:15:25","01:15:30","-6","132"
Ciclismo en sala,2022-06-01 11:55:30,false,"Ciclismo en sala","25.38","429","01:15:14","139","172","0","0","20.2","33.4","--","--","0.00","0.0","0.0","0","68","119","--","0.0","--","0","0","0.0","0.0","5164","0","0","0","--","0:00","0.0","0:00","No","01:15:14.49.3","1","0.0","01:15:12","01:15:14","--","--"
Ciclismo,2022-05-28 06:39:21,false,"Rionegro Ciclismo","60.73","1,229","02:49:19","164","187","0","0","21.5","49.9","561","565","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:49:18.94.6","1","0.0","02:49:01","03:36:54","2,074","2,485"
Ciclismo virtual,2022-05-26 18:34:00,false,"Indoor","19.16","280","00:56:10","--","--","0","0","20.5","72.0","234","--","0.00","0.0","0.0","0","64","130","101","0.0","109","89","220","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","56:09.84.9","1","0.0","00:53:21","00:56:09","3","156"
Ciclismo en sala,2022-05-26 18:33:49,false,"Ciclismo en sala","16.33","332","00:53:24","144","168","0","0","18.3","33.4","--","--","0.00","0.0","0.0","0","66","139","--","0.0","--","0","0","0.0","0.0","3543","0","0","0","--","0:00","0.0","0:00","No","53:24.28.5","1","0.0","00:53:13","00:56:06","--","--"
Caminar,2022-05-26 07:51:20,false,"Medellín Caminar","2.39","114","00:29:21","111","123","106","127","12:17","3:12","4","11","0.77","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","03:23.82.2","3","0.0","00:29:11","00:30:50","1,505","1,524"
Ciclismo en sala,2022-05-25 17:13:36,false,"Ciclismo en sala","15.55","321","00:44:36","153","171","0","0","20.9","28.7","--","--","0.00","0.0","0.0","0","72","175","--","0.0","--","0","0","0.0","0.0","3236","0","0","0","--","0:00","0.0","0:00","No","44:35.95.9","1","0.0","00:44:33","00:44:52","--","--"
Ciclismo virtual,2022-05-25 17:13:30,false,"Indoor","18.66","270","00:44:55","--","--","0","0","24.9","53.2","247","--","0.00","0.0","0.0","0","72","116","110","0.0","111","104","238","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","44:55.37","1","0.0","00:44:43","00:45:00","-6","83"
Ciclismo,2022-05-22 11:48:06,false,"Envigado Ciclismo","11.71","107","00:19:51","129","159","0","0","35.4","48.9","--","749","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","19:51.32.8","1","0.0","00:19:32","00:23:05","1,732","2,482"
Ciclismo,2022-05-22 05:36:42,false,"Medellín Ciclismo","41.01","1,532","03:12:55","171","191","0","0","12.8","41.6","1,113","377","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","03:12:54.62.4","1","0.0","03:11:05","05:34:02","1,473","2,474"
Ciclismo en sala,2022-05-21 12:21:05,false,"Ciclismo en sala","16.95","288","00:47:14","141","164","0","0","21.5","32.0","--","--","0.00","0.0","0.0","0","59","88","--","0.0","--","0","0","0.0","0.0","2811","0","0","0","--","0:00","0.0","0:00","No","47:13.85","1","0.0","00:47:12","00:47:14","--","--"
Ciclismo virtual,2022-05-21 12:13:23,false,"Indoor","20.27","241","00:55:01","--","--","0","0","22.1","43.4","85","--","0.00","0.0","0.0","0","54","88","94","0.0","94","81","228","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","55:01.32.2","1","0.0","00:48:32","00:55:01","-6","16"
Caminar,2022-05-20 19:52:30,false,"Medellín Caminar","0.55","51","00:11:38","122","143","72","159","21:12","14:24","47","--","0.66","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","11:38.32.8","1","0.0","00:11:35","00:11:38","1,685","1,733"
Caminar,2022-05-19 15:38:38,false,"Medellín Caminar","0.75","65","00:12:49","133","149","73","157","17:02","10:16","53","--","0.80","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","12:49.38.8","1","0.0","00:12:28","00:15:07","1,701","1,789"
