Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Road Cycling,2022-03-25 16:38:29,false,"Rionegro - RECUPERACION act 1","47.58","659","01:43:55","140","173","3.2","0","0","27.5","51.4","330","340","0.00","0.0","0.0","0","87","115","100","69.5","101","89","372","0.0","0.0","8502","0","0","0","0:00","18.0","0:00","No","13:18.06.8","6","0.0","31","18","40","01:41:54","01:44:10","2,045","2,154"
Road Cycling,2022-03-24 11:08:52,false,"Rionegro - AEROBICO RITMO CAMBIO DE RITMO","47.57","686","01:42:29","147","175","3.6","0","0","27.8","52.2","336","317","0.00","0.0","0.0","0","87","120","111","83.2","122","96","334","0.0","0.0","8496","0","0","0","0:00","25.0","0:00","No","00:41.64.4","12","0.0","32","21","41","01:41:38","01:42:29","2,106","2,237"
Road Cycling,2022-03-23 15:40:40,false,"Rionegro - Fuerza resistencia","52.99","775","01:47:48","145","165","3.7","0","0","29.5","69.1","408","384","0.00","0.0","0.0","0","77","123","114","92.8","121","105","304","0.0","0.0","8189","0","0","0","0:00","19.0","0:00","No","03:00.00","17","0.0","33","22","42","01:47:16","01:47:48","2,112","2,266"
Road Cycling,2022-03-23 15:16:47,false,"Rionegro Road Cycling","1.87","38","00:06:51.1","129","171","0.9","0","0","16.3","49.6","38","65","0.00","0.0","0.0","0","72","132","146","9.1","--","75","400","0.0","0.0","329","0","0","0","0:00","23.0","0:00","No","06:51.09.6","1","0.0","28","18","38","00:06:24","00:23:09","2,127","2,161"
Road Cycling,2022-03-20 13:50:58,false,"Santafé de Antioquia Road Cycling","12.75","259","00:47:31","128","160","2.2","0","0","16.1","38.4","194","63","0.00","0.0","0.0","0","72","102","87","23.7","83","74","201","0.0","0.0","3217","0","0","0","0:00","30.0","0:00","No","22:42.36.4","2","0.0","31","18","37","00:47:22","01:42:57","476","636"
Road Cycling,2022-03-20 06:01:19,false,"Sopetrán Road Cycling","151.16","2,360","06:03:36","155","181","5.0","0","0","24.9","80.0","1,303","1,277","0.00","0.0","0.0","0","82","117","109","287.5","114","92","416","0.0","0.0","27905","0","0","0","0:00","21.0","0:00","No","16:37.83.1","19","0.0","32","18","41","05:56:17","06:44:29","497","587"
Road Cycling,2022-03-19 12:17:00,false,"San Jerónimo - Activación carretera","41.60","771","02:24:50","151","180","3.7","0","0","17.2","68.3","541","523","0.00","0.0","0.0","0","83","236","108","96.5","124","88","279","0.0","0.0","9423","0","0","0","0:00","29.0","0:00","No","00:54.39.3","21","0.0","33","20","44","02:02:15","04:04:38","513","792"
Road Cycling,2022-03-18 11:43:22,false,"Rionegro - RECUPERACIÓN","28.22","377","01:22:01","129","171","2.6","0","0","20.6","49.7","216","208","0.00","0.0","0.0","0","86","117","97","43.8","90","74","366","0.0","0.0","5597","0","0","0","0:00","25.0","0:00","No","03:25.13.2","15","0.0","31","19","41","01:08:44","01:12:34","2,042","2,123"
Indoor Cycling,2022-03-17 07:15:44,false,"FTP 120% Vo2 Max 6 x 3 Min","23.33","401","01:01:03","152","184","3.3","0","0","22.9","42.4","--","--","0.00","0.0","0.0","0","97","119","121","59.0","113","96","228","0.0","0.0","5948","0","0","0","0:00","18.0","0:00","No","00:03.11.7","21","0.0","34","17","46","01:01:00","01:01:03","--","--"
Indoor Cycling,2022-03-16 07:00:45,false,"RECUPERACIÓN","16.85","286","01:01:01","126","144","2.1","0","0","16.6","21.9","--","--","0.00","0.0","0.0","0","87","96","68","18.4","73","63","111","0.0","0.0","5361","0","0","0","0:00","20.0","0:00","No","00:01.14.1","14","0.0","28","19","34","01:00:59","01:01:01","--","--"
Indoor Cycling,2022-03-15 06:57:52,false,"FTP 120% Vo2 Max 6 x 3 Min","19.02","326","01:01:01","149","174","3.0","0","0","18.7","33.8","--","--","0.00","0.0","0.0","0","95","111","92","35.2","87","75","200","0.0","0.0","5795","0","0","0","0:00","18.0","0:00","No","00:01.20.7","21","0.0","32","16","38","01:00:58","01:01:01","--","--"
Indoor Cycling,2022-03-14 06:50:45,false,"Reinicio No. 2","20.45","349","01:11:01","121","145","2.2","0","0","17.3","24.3","--","--","0.00","0.0","0.0","0","89","105","71","24.5","75","66","114","0.0","0.0","6329","0","0","0","0:00","19.0","0:00","No","00:01.38.3","12","0.0","27","16","33","01:10:57","01:11:01","--","--"
Indoor Cycling,2022-03-13 12:03:12,false,"Aerobico z1-z2 Semana de descanso","21.18","363","01:14:01","108","129","2.2","0","0","17.2","21.9","--","--","0.00","0.0","0.0","0","87","95","68","18.0","75","66","114","0.0","0.0","6448","0","0","0","0:00","19.0","0:00","No","00:01.25.3","10","0.0","27","16","35","01:14:00","01:14:01","--","--"
Road Cycling,2022-03-12 05:59:11,false,"Bogota, D.C. - TEST CALLE 8' ( Carretera)","135.93","2,048","05:59:03","149","189","4.4","0","0","22.7","70.0","792","788","0.00","0.0","0.0","0","79","113","101","192.9","135","79","414","0.0","0.0","24921","0","0","0","0:00","11.0","0:00","No","00:03.27.2","31","0.0","32","13","52","05:50:14","07:59:06","2,567","2,986"
Indoor Cycling,2022-03-11 06:20:42,false,"RECUPARACION","12.30","224","01:01:11","107","144","1.5","0","0","12.1","21.4","--","--","0.00","0.0","0.0","0","74","97","53","9.1","63","44","98","0.0","0.0","4541","0","0","0","0:00","19.0","0:00","No","01:01:11.03.1","1","0.0","22","13","26","01:00:55","01:01:11","--","--"
Indoor Cycling,2022-03-10 07:02:59,false,"Aerobico z1-z2 Semana de descanso","21.12","370","01:14:01","120","134","2.2","0","0","17.1","21.7","--","--","0.00","0.0","0.0","0","87","96","70","18.7","75","67","157","0.0","0.0","6458","0","0","0","0:00","19.0","0:00","No","00:01.03.4","10","0.0","28","22","38","01:14:01","01:14:01","--","--"
Indoor Cycling,2022-03-09 06:38:33,false,"Neuromuscular","32.69","559","01:45:31","128","156","2.7","0","0","18.6","39.0","--","--","0.00","0.0","0.0","0","92","114","79","34.3","88","73","264","0.0","0.0","9740","0","0","0","0:00","18.0","0:00","No","00:01.32.7","25","0.0","30","14","39","01:45:28","01:45:31","--","--"
Indoor Cycling,2022-03-08 07:26:35,false,"Aerobico z1-z2 Semana de descanso","20.71","363","01:14:02","109","137","2.2","0","0","16.8","21.3","--","--","0.00","0.0","0.0","0","85","94","69","18.2","76","66","127","0.0","0.0","6345","0","0","0","0:00","19.0","0:00","No","00:01.69.7","10","0.0","29","12","38","01:13:59","01:14:02","--","--"
Road Cycling,2022-03-06 08:28:23,false,"Villeta Road Cycling","81.81","2,335","05:41:49","155","183","5.0","0","0","14.4","101.4","2,338","664","0.00","0.0","0.0","0","67","106","117","247.2","135","97","279","0.0","0.0","21106","0","0","0","0:00","12.0","0:00","No","04:52.10.5","11","0.0","34","19","43","05:35:02","08:48:08","756","2,823"
Road Cycling,2022-03-05 09:24:04,false,"Cajicá Road Cycling","106.17","1,268","04:05:17","136","181","3.8","0","0","26.0","99.8","440","2,048","0.00","0.0","0.0","0","81","111","101","130.4","118","70","284","0.0","0.0","15086","0","0","0","0:00","17.0","0:00","No","05:33.81.2","14","0.0","30","14","41","04:00:21","05:03:41","958","2,734"
Indoor Cycling,2022-03-04 17:39:25,false,"Activación carretera","28.50","491","01:37:01","126","161","2.6","0","0","17.6","29.2","--","--","0.00","0.0","0.0","0","87","96","79","31.8","90","69","147","0.0","0.0","8454","0","0","0","0:00","20.0","0:00","No","00:01.29.4","18","0.0","28","14","37","01:36:54","01:37:14","--","--"
Indoor Cycling,2022-03-03 06:59:47,false,"3x15' @ 80% FTP RITMO","23.52","411","01:10:01","143","162","2.9","0","0","20.2","27.9","--","--","0.00","0.0","0.0","0","90","98","88","28.6","94","82","136","0.0","0.0","6304","0","0","0","0:00","18.0","0:00","No","00:01.27.4","12","0.0","31","15","37","01:09:59","01:10:01","--","--"
Indoor Cycling,2022-03-02 07:29:38,false,"20 SEGUNDOS NEUROMUSCULAR","17.83","308","01:00:22","131","160","2.4","0","0","17.7","37.5","--","--","0.00","0.0","0.0","0","94","113","81","20.7","78","72","227","0.0","0.0","5673","0","0","0","0:00","19.0","0:00","No","00:01.96.8","24","0.0","30","14","38","01:00:13","01:00:22","--","--"
Indoor Cycling,2022-03-01 07:36:43,false,"Fuerza resistencia","29.34","514","01:21:02","145","161","3.1","0","0","21.7","27.3","--","--","0.00","0.0","0.0","0","73","96","94","37.7","97","90","137","0.0","0.0","5976","0","0","0","0:00","19.0","0:00","No","00:01.61.3","18","0.0","31","23","40","01:20:59","01:21:02","--","--"
Road Cycling,2022-02-27 06:41:47,false,"Bogota, D.C. Road Cycling","125.13","2,364","06:36:55","130","191","5.0","0","0","18.9","78.9","1,487","1,464","0.00","0.0","0.0","0","71","129","117","280.9","142","84","424","0.0","0.0","22788","0","0","0","0:00","12.0","0:00","No","13:48.37.4","16","0.0","34","15","45","06:14:25","08:00:08","2,564","3,176"
Road Cycling,2022-02-26 10:50:21,false,"Bogota, D.C. - aerobico 2","28.99","372","01:13:04","119","153","2.4","0","0","23.8","44.5","56","45","0.00","0.0","0.0","0","85","112","80","24.7","85","69","253","0.0","0.0","5723","0","0","0","0:00","15.0","0:00","No","02:00.00","16","0.0","27","12","36","01:10:06","01:38:28","2,569","2,596"
Indoor Cycling,2022-02-25 15:47:51,false,"aerobico 2","25.88","371","01:04:04","130","158","2.6","0","0","24.2","33.4","--","--","0.00","0.0","0.0","0","88","104","86","24.7","91","82","130","0.0","0.0","5640","0","0","0","0:00","22.0","0:00","No","00:03.68.7","16","0.0","30","13","38","01:03:07","01:05:06","--","--"
Indoor Cycling,2022-02-24 06:39:10,false,"fuerza resistencia simulador","25.32","442","01:10:32","154","170","3.1","0","0","21.5","35.4","--","--","0.00","0.0","0.0","0","72","98","96","33.7","101","90","131","0.0","0.0","5133","0","0","0","0:00","19.0","0:00","No","00:02.49.7","18","0.0","33","16","40","01:10:25","01:15:13","--","--"
Indoor Cycling,2022-02-23 06:42:30,false,"RECOVERY 1","15.05","300","01:00:02","118","138","2.1","0","0","15.0","18.0","--","--","0.00","0.0","0.0","0","89","100","69","14.9","72","68","122","0.0","0.0","5398","0","0","0","0:00","20.0","0:00","No","00:02.42","11","0.0","27","15","33","00:59:58","01:00:02","--","--"
Indoor Cycling,2022-02-22 07:17:55,false,"Aerobico z2 FC","17.39","322","01:16:02","122","144","1.8","0","0","13.7","19.4","--","--","0.00","0.0","0.0","0","81","103","--","0.0","--","0","0","0.0","0.0","6215","0","0","0","0:00","20.0","0:00","No","00:02.17.7","8","0.0","26","13","35","01:16:01","01:16:02","--","--"
Road Cycling,2022-02-20 06:47:45,false,"Bogota, D.C. Road Cycling","89.33","1,650","04:20:47","159","193","5.0","0","0","20.6","73.5","1,165","1,042","0.00","0.0","0.0","0","77","118","83","2.8","31","76","269","0.0","0.0","17514","0","0","0","0:00","10.0","0:00","No","02:56.03.7","12","0.0","33","13","44","04:16:06","06:37:05","1,947","2,855"
Indoor Cycling,2022-02-18 07:42:19,false,"2x15' @ 80% FTP RITMO SIMULADOR","25.57","407","01:12:03","140","162","2.7","0","0","21.3","29.4","--","--","0.00","0.0","0.0","0","77","97","86","27.8","93","78","153","0.0","0.0","5608","0","0","0","0:00","20.0","0:00","No","00:02.88.8","11","0.0","30","13","39","01:12:00","01:12:03","--","--"
Indoor Cycling,2022-02-17 07:01:47,false,"fuerza resistencia simulador","28.87","460","01:14:03","145","161","3.0","0","0","23.4","31.0","--","--","0.00","0.0","0.0","0","73","98","94","34.2","98","89","137","0.0","0.0","5427","0","0","0","0:00","20.0","0:00","No","00:03.06.5","18","0.0","33","15","40","01:13:58","01:14:03","--","--"
Indoor Cycling,2022-02-16 07:08:35,false,"RECUPERACIÓN SIMULADOR","15.21","287","01:01:03","115","145","2.1","0","0","15.0","19.7","--","--","0.00","0.0","0.0","0","87","100","67","14.3","72","63","137","0.0","0.0","5341","0","0","0","0:00","21.0","0:00","No","00:03.38.4","14","0.0","28","15","33","01:00:57","01:01:40","--","--"
Road Cycling,2022-02-15 05:11:34,false,"Bogota, D.C. Road Cycling","55.48","891","02:06:38","161","192","5.0","0","0","26.3","67.6","345","353","0.00","0.0","0.0","0","79","109","127","106.0","149","101","366","0.0","0.0","9288","0","0","0","0:00","11.0","0:00","No","15:41.61.9","7","0.0","35","16","47","02:04:41","02:22:57","2,567","2,858"
Road Cycling,2022-02-13 07:56:48,false,"Sopó Road Cycling","75.50","1,485","03:33:51","154","194","5.0","0","0","21.2","114.4","1,152","1,146","0.00","0.0","0.0","0","75","111","125","174.9","142","99","440","0.0","0.0","14136","0","0","0","0:00","10.0","0:00","No","07:42.57","10","0.0","36","14","45","03:27:59","06:24:13","2,573","3,364"
Road Cycling,2022-02-13 06:02:46,false,"Bogota, D.C. Road Cycling","8.47","130","00:21:36","141","176","2.3","0","0","23.5","38.4","14","12","0.00","0.0","0.0","0","86","109","106","9.8","81","84","314","0.0","0.0","1576","0","0","0","0:00","13.0","0:00","No","02:18.35.2","2","0.0","33","21","40","00:19:32","00:24:32","2,573","2,581"
Indoor Cycling,2022-02-11 06:16:52,false,"2x15' @ 80% FTP RITMO SIMULADOR","27.05","481","01:13:01","150","178","3.6","0","0","22.2","31.4","--","--","0.00","0.0","0.0","0","77","100","104","32.5","112","94","153","0.0","0.0","5674","0","0","0","0:00","18.0","0:00","No","01:01.11.7","11","0.0","34","11","40","01:12:58","01:13:01","--","--"
Indoor Cycling,2022-02-10 07:07:56,false,"RECUPERACIÓN SIMULADOR","18.16","328","01:01:08","131","161","2.5","0","0","17.8","24.3","--","--","0.00","0.0","0.0","0","91","100","79","15.8","84","74","129","0.0","0.0","5568","0","0","0","0:00","18.0","0:00","No","00:08.12.1","14","0.0","29","15","36","01:01:04","01:01:08","--","--"
Indoor Cycling,2022-02-09 07:18:26,false,"2x15' @ 80% FTP RITMO SIMULADOR","25.42","480","01:13:07","152","177","3.4","0","0","20.9","29.1","--","--","0.00","0.0","0.0","0","83","99","104","32.9","111","94","167","0.0","0.0","6136","0","0","0","0:00","18.0","0:00","No","00:03.43.4","12","0.0","33","14","41","01:13:02","01:13:07","--","--"
Indoor Cycling,2022-02-08 07:43:53,false,"Bogota, D.C. - fuerza resistencia simulador","25.55","484","01:09:02","161","177","3.6","0","0","22.2","29.2","3","4","0.00","0.0","0.0","0","76","104","108","33.6","113","102","153","0.0","0.0","5282","0","0","0","0:00","21.0","0:00","No","02:01.61.3","18","0.0","33","14","41","01:08:54","01:13:00","2,572","2,577"
Road Cycling,2022-02-06 07:13:27,false,"Bogota, D.C. Road Cycling","95.97","1,603","04:08:35","145","192","4.8","0","0","23.2","57.0","836","819","0.00","0.0","0.0","0","80","109","121","150.0","144","91","420","0.0","0.0","17783","0","0","0","0:00","13.0","0:00","No","15:40.07.3","12","0.0","34","12","42","04:02:56","06:04:38","2,563","2,933"
Road Cycling,2022-02-04 06:18:07,false,"Rionegro - TEST CALLE 8' ( Carretera)","42.56","772","01:52:28","161","188","4.2","0","0","22.7","104.3","531","540","0.00","0.0","0.0","0","82","121","124","71.9","123","99","350","0.0","0.0","8949","0","0","0","0:00","14.0","0:00","No","00:20.00","16","0.0","35","22","45","01:50:53","01:52:28","1,941","2,166"
Road Cycling,2022-02-03 06:40:23,false,"Rionegro - Recuperación activa carretera","28.68","415","01:15:20","143","173","2.7","0","0","22.8","50.5","243","250","0.00","0.0","0.0","0","87","109","95","28.1","81","75","326","0.0","0.0","6307","0","0","0","0:00","14.0","0:00","No","00:19.74.6","5","0.0","30","21","38","01:14:13","01:15:20","2,126","2,171"
Road Cycling,2022-02-02 06:41:39,false,"Rionegro - Aerobico z1-z2","33.36","530","01:26:43","152","175","3.2","0","0","23.1","50.2","264","273","0.00","0.0","0.0","0","89","115","100","36.3","105","86","322","0.0","0.0","7378","0","0","0","0:00","13.0","0:00","No","02:56.18.8","6","0.0","33","21","42","01:24:42","01:28:49","2,263","2,416"
Road Cycling,2022-02-01 17:07:49,false,"Rionegro - Recuperación activa carretera","33.33","496","01:32:59","136","175","2.6","0","0","21.5","48.2","267","275","0.00","0.0","0.0","0","86","114","93","33.2","80","72","360","0.0","0.0","7722","0","0","0","0:00","16.0","0:00","No","02:18.50.3","6","0.0","29","15","39","01:31:36","01:36:06","2,120","2,169"
Road Cycling,2022-01-30 08:10:36,false,"Rionegro Road Cycling","52.84","896","02:20:17","152","190","4.1","0","0","22.6","89.4","639","633","0.00","0.0","0.0","0","76","115","126","91.9","110","90","403","0.0","0.0","9805","0","0","0","0:00","15.0","0:00","No","14:00.95.3","7","0.0","32","21","42","02:18:57","02:34:53","2,116","2,331"
Road Cycling,2022-01-29 08:12:40,false,"Rionegro Road Cycling","60.06","1,192","02:58:19","162","195","5.0","0","0","20.2","107.8","972","959","0.00","0.0","0.0","0","76","115","123","111.6","146","95","381","0.0","0.0","12846","0","0","0","0:00","15.0","0:00","No","11:46.09.6","8","0.0","33","22","44","02:54:48","03:09:43","2,111","2,606"
Road Cycling,2022-01-28 16:19:15,false,"Rionegro - Recuperación activa carretera","29.09","452","01:17:17","134","170","3.0","0","0","22.6","76.8","238","219","0.00","0.0","0.0","0","82","105","90","26.2","86","81","357","0.0","0.0","6213","0","0","0","0:00","18.0","0:00","No","02:17.08","5","0.0","29","19","38","01:13:22","01:18:33","2,093","2,137"
Road Cycling,2022-01-28 16:08:42,false,"Rionegro - Aerobico z1-z2","2.66","38","00:08:38.2","108","145","0.8","0","0","18.5","47.5","21","42","0.00","0.0","0.0","0","74","114","91","2.8","--","57","281","0.0","0.0","532","0","0","0","0:00","24.0","0:00","No","08:38.24.7","1","0.0","23","18","29","00:08:19","00:09:23.8","2,084","2,114"
Road Cycling,2022-01-27 06:33:57,false,"Rionegro - Aerobico z1-z2","32.75","517","01:20:29","160","176","3.9","0","0","24.4","52.3","268","279","0.00","0.0","0.0","0","86","116","101","34.2","108","91","338","0.0","0.0","6792","0","0","0","0:00","11.0","0:00","No","03:21.63.6","6","0.0","34","23","41","01:19:01","01:22:35","2,123","2,178"
Road Cycling,2022-01-26 06:40:11,false,"Rionegro - Neuromuscular","29.03","445","01:08:38","165","181","3.6","0","0","25.4","54.0","215","210","0.00","0.0","0.0","0","89","120","105","31.2","103","94","352","0.0","0.0","5889","0","0","0","0:00","12.0","0:00","No","00:08.15.9","26","0.0","37","23","43","01:07:53","01:11:44","2,099","2,130"
Road Cycling,2022-01-25 06:48:43,false,"Rionegro - Aerobico z1-z2","32.51","518","01:22:43","157","184","3.7","0","0","23.6","50.5","282","282","0.00","0.0","0.0","0","83","121","105","38.0","109","88","412","0.0","0.0","6432","0","0","0","0:00","15.0","0:00","No","05:42.39.8","6","0.0","35","19","46","01:21:10","01:23:55","2,119","2,176"
Road Cycling,2022-01-22 07:40:53,false,"Rionegro Road Cycling","69.04","1,265","03:26:43","160","199","5.0","0","0","20.0","74.9","967","965","0.00","0.0","0.0","0","79","120","115","114.3","144","85","397","0.0","0.0","15188","0","0","0","0:00","15.0","0:00","No","15:58.73.9","9","0.0","33","21","44","03:25:17","03:37:28","1,684","2,694"
Road Cycling,2022-01-21 07:07:41,false,"Rionegro - Aerobico z1-z2","33.56","555","01:25:27","165","190","4.1","0","0","23.6","53.7","301","308","0.00","0.0","0.0","0","84","121","110","42.6","114","92","423","0.0","0.0","7038","0","0","0","0:00","14.0","0:00","No","00:26.90.9","8","0.0","36","25","45","01:25:07","01:26:06","2,097","2,143"
Road Cycling,2022-01-20 05:52:54,false,"Rionegro - Aerobico z1-z2","59.08","909","02:25:20","163","188","4.5","0","0","24.4","65.4","501","514","0.00","0.0","0.0","0","85","114","100","60.9","106","88","414","0.0","0.0","12017","0","0","0","0:00","11.0","0:00","No","00:19.87.1","14","0.0","35","18","44","02:23:12","02:26:36","2,110","2,278"
Road Cycling,2022-01-19 06:36:21,false,"Rionegro - Aerobico z1-z2","36.49","537","01:26:50","162","189","3.7","0","0","25.2","51.5","296","297","0.00","0.0","0.0","0","85","114","106","40.2","109","87","446","0.0","0.0","7154","0","0","0","0:00","14.0","0:00","No","01:49.58.1","8","0.0","36","24","47","01:25:33","01:28:58","2,119","2,164"
Road Cycling,2022-01-18 06:42:07,false,"Rionegro Road Cycling","33.37","447","01:22:12","139","180","3.0","0","0","24.4","66.9","268","270","0.00","0.0","0.0","0","79","119","94","30.0","82","74","374","0.0","0.0","6263","0","0","0","0:00","15.0","0:00","No","04:36.94.2","5","0.0","30","19","37","01:21:51","01:22:12","2,091","2,133"
Road Cycling,2022-01-11 06:14:50,false,"Rionegro - Aerobico z1-z2","65.24","959","02:30:33","155","183","4.0","0","0","26.0","63.9","540","548","0.00","0.0","0.0","0","79","127","102","65.4","110","90","415","0.0","0.0","11668","0","0","0","0:00","13.0","0:00","No","02:13.77.6","13","0.0","33","20","42","02:29:31","02:32:41","2,115","2,297"
Road Cycling,2022-01-08 07:12:31,false,"Rionegro Road Cycling","67.67","1,050","02:43:22","158","194","4.7","0","0","24.9","63.2","637","637","0.00","0.0","0.0","0","80","120","129","113.2","139","90","434","0.0","0.0","12219","0","0","0","0:00","14.0","0:00","No","11:29.76.3","9","0.0","34","18","51","02:41:04","04:38:26","2,121","2,305"
Indoor Cycling,2022-01-05 07:02:04,false,"Fitness Test (3 Min. + 10 Min.)","27.22","391","01:00:37","169","194","4.6","0","0","26.9","56.4","--","--","0.00","0.0","0.0","0","92","134","119","35.3","118","92","254","0.0","0.0","5594","0","0","0","0:00","18.0","0:00","No","00:02.21.9","13","0.0","36","19","49","01:00:33","01:00:37","--","--"
Road Cycling,2022-01-04 06:19:25,false,"Rionegro Road Cycling","47.53","115","01:51:22","136","182","2.8","0","0","25.6","54.7","332","343","0.00","0.0","0.0","0","81","113","--","0.0","--","--","--","0.0","0.0","8780","0","0","0","0:00","10.0","0:00","No","15:37.72.1","6","0.0","29","21","38","01:50:22","01:51:22","2,080","2,150"
Road Cycling,2021-12-31 10:32:25,false,"Rionegro Road Cycling","60.60","1,216","03:02:41","155","197","5.0","0","0","19.9","90.6","971","950","0.00","0.0","0.0","0","71","121","--","0.0","--","0","0","0.0","0.0","11611","0","0","0","0:00","19.0","0:00","No","12:55.64.8","8","0.0","33","14","48","02:57:01","04:20:48","2,148","2,653"
Indoor Cycling,2021-12-29 19:07:34,false,"Cross-training","19.27","268","01:00:01","118","143","1.6","0","0","19.3","28.8","--","--","0.00","0.0","0.0","0","84","100","--","0.0","--","0","0","0.0","0.0","5094","0","0","0","0:00","21.0","0:00","No","00:00.77.2","2","0.0","27","12","35","01:00:01","01:00:01","--","--"
Indoor Cycling,2021-12-28 08:25:20,false,"30 Sec. Intervals (30 Times)","21.49","389","01:00:01","151","187","3.4","0","0","21.5","59.5","--","--","0.00","0.0","0.0","0","81","129","--","0.0","--","0","0","0.0","0.0","4792","0","0","0","0:00","20.0","0:00","No","00:05.00","72","0.0","31","18","43","00:58:18","01:00:25","--","--"
Indoor Cycling,2021-12-26 07:05:58,false,"Indoor Cycling","9.40","164","00:45:02","110","120","0.7","0","0","12.5","14.2","--","--","0.00","0.0","0.0","0","81","89","--","0.0","--","0","0","0.0","0.0","3652","0","0","0","0:00","21.0","0:00","No","45:01.55.9","1","0.0","23","15","29","00:45:00","00:45:02","--","--"
Indoor Cycling,2021-12-25 12:59:40,false,"Indoor Cycling","3.43","44","00:15:01","72","75","0.0","0","0","13.7","17.9","--","--","0.00","0.0","0.0","0","89","97","--","0.0","--","0","0","0.0","0.0","1333","0","0","0","0:00","23.0","0:00","No","15:00.97.6","1","0.0","--","--","--","00:15:00","00:15:01","--","--"
Road Cycling,2021-12-25 08:51:57,false,"Rionegro - Recuperación activa carretera fc","55.42","894","02:31:46","150","196","4.3","0","0","21.9","96.4","706","699","0.00","0.0","0.0","0","78","163","--","0.0","--","0","0","0.0","0.0","11186","0","0","0","0:00","18.0","0:00","No","00:08.23.6","9","0.0","31","20","49","02:30:01","02:50:37","2,101","2,530"
Road Cycling,2021-12-24 06:10:07,false,"Rionegro - Recuperación activa carretera fc","44.83","603","02:00:15","134","180","2.7","0","0","22.4","76.5","354","365","0.00","0.0","0.0","0","76","137","--","0.0","--","0","0","0.0","0.0","8546","0","0","0","0:00","14.0","0:00","No","00:03.55.6","8","0.0","28","17","38","01:56:54","02:00:15","2,113","2,173"
Road Cycling,2021-12-23 06:04:55,false,"Rionegro - Recuperación activa carretera fc","50.05","622","02:03:51","134","178","2.7","0","0","24.2","56.6","383","397","0.00","0.0","0.0","0","75","113","--","0.0","--","0","0","0.0","0.0","8817","0","0","0","0:00","12.0","0:00","No","00:56.70.1","9","0.0","28","17","39","01:58:41","02:04:19","2,068","2,142"
Road Cycling,2021-12-19 08:43:49,false,"Rionegro Road Cycling","36.29","882","01:47:39","161","192","5.0","0","0","20.2","55.8","552","501","0.00","0.0","0.0","0","73","113","--","0.0","--","0","0","0.0","0.0","7244","0","0","0","0:00","18.0","0:00","No","07:37.41.6","5","0.0","34","18","45","01:46:08","02:50:27","2,093","2,475"
Road Cycling,2021-12-17 06:00:11,false,"Rionegro - Recuperación activa carretera fc","43.02","627","01:59:41","136","181","2.6","0","0","21.6","49.1","321","332","0.00","0.0","0.0","0","80","116","--","0.0","--","0","0","0.0","0.0","9154","0","0","0","0:00","15.0","0:00","No","11:00.61.4","6","0.0","28","21","36","01:57:24","02:03:17","2,103","2,163"
Road Cycling,2021-12-16 05:55:12,false,"Rionegro - TAPER CARRETERA FC","26.24","383","01:38:32","117","179","1.4","0","0","16.0","53.7","211","218","0.00","0.0","0.0","0","66","127","--","0.0","--","0","0","0.0","0.0","5224","0","0","0","0:00","14.0","0:00","No","00:04.38.1","26","0.0","23","13","33","01:36:09","01:40:04","2,103","2,144"
Road Cycling,2021-12-15 05:59:45,false,"Rionegro - Recuperación activa carretera fc","47.74","618","02:00:09","134","177","2.5","0","0","23.8","47.9","338","353","0.00","0.0","0.0","0","82","109","--","0.0","--","0","0","0.0","0.0","9337","0","0","0","0:00","14.0","0:00","No","00:03.82.5","8","0.0","28","18","35","01:58:14","02:00:09","2,118","2,189"
Road Cycling,2021-12-14 06:12:12,false,"Rionegro - Recuperación activa carretera fc","43.15","603","02:00:31","134","176","2.6","0","0","21.5","72.2","342","345","0.00","0.0","0.0","0","80","128","--","0.0","--","0","0","0.0","0.0","9211","0","0","0","0:00","15.0","0:00","No","00:12.89.5","8","0.0","27","18","36","01:57:27","02:00:31","2,115","2,177"
Road Cycling,2021-12-12 07:36:23,false,"Rionegro - Resistencia general z2-z3","69.17","1,301","03:35:14","149","189","4.2","0","0","19.3","66.2","927","917","0.00","0.0","0.0","0","75","130","--","0.0","--","0","0","0.0","0.0","13918","0","0","0","0:00","15.0","0:00","No","02:17.85.2","11","0.0","30","16","41","03:25:32","04:43:01","2,068","2,285"
Road Cycling,2021-12-11 07:08:17,false,"Rionegro - Resistencia general z2-z3","78.51","1,162","03:34:28","145","193","3.5","0","0","22.0","78.1","706","709","0.00","0.0","0.0","0","78","136","--","0.0","--","0","0","0.0","0.0","16123","0","0","0","0:00","17.0","0:00","No","00:09.88.5","12","0.0","30","21","51","03:32:23","04:26:20","2,125","2,314"
